dict_values([0.86358930792652444]),dict_values([nan]),dict_values([0.73799663299663298]),4,1,['NR-AR']
dict_values([0.85985842808411228]),dict_values([nan]),dict_values([0.71441077441077439]),4,1,['NR-AR']
dict_values([0.87465448491160225]),dict_values([nan]),dict_values([0.74037037037037035]),4,1,['NR-AR']
dict_values([0.89619288865147728]),dict_values([nan]),dict_values([0.72744541816523989]),4,1,['NR-AR-LBD']
dict_values([0.898368721090264]),dict_values([nan]),dict_values([0.77214933387366402]),4,1,['NR-AR-LBD']
dict_values([0.90800770983003343]),dict_values([nan]),dict_values([0.73552504938959529]),4,1,['NR-AR-LBD']
dict_values([0.92041986744253301]),dict_values([nan]),dict_values([0.81977565801095209]),4,1,['NR-AhR']
dict_values([0.91057748165324259]),dict_values([nan]),dict_values([0.82489842783960432]),4,1,['NR-AhR']
dict_values([0.91112852779834008]),dict_values([nan]),dict_values([0.82786462933521743]),4,1,['NR-AhR']
dict_values([0.87566263778165987]),dict_values([nan]),dict_values([0.73058409252439094]),4,1,['NR-Aromatase']
dict_values([0.91701354095540444]),dict_values([nan]),dict_values([0.731197906571041]),4,1,['NR-Aromatase']
dict_values([0.87338009559364704]),dict_values([nan]),dict_values([0.72189377786392717]),4,1,['NR-Aromatase']
dict_values([0.75743017029865722]),dict_values([nan]),dict_values([0.60978174786839046]),4,1,['NR-ER']
dict_values([0.77830822364842811]),dict_values([nan]),dict_values([0.62626636633856858]),4,1,['NR-ER']
dict_values([0.80014277167409986]),dict_values([nan]),dict_values([0.67126415501866765]),4,1,['NR-ER']
dict_values([0.87997981117155111]),dict_values([nan]),dict_values([0.67285536853826722]),4,1,['NR-ER-LBD']
dict_values([0.87685903873510207]),dict_values([nan]),dict_values([0.64302539723328622]),4,1,['NR-ER-LBD']
dict_values([0.84310197781897478]),dict_values([nan]),dict_values([0.61867745942010366]),4,1,['NR-ER-LBD']
dict_values([0.90895570597254616]),dict_values([nan]),dict_values([0.71334768568353057]),4,1,['NR-PPAR-gamma']
dict_values([0.90312092194257598]),dict_values([nan]),dict_values([0.70762109795479011]),4,1,['NR-PPAR-gamma']
dict_values([0.88316357372090071]),dict_values([nan]),dict_values([0.71950484391819147]),4,1,['NR-PPAR-gamma']
dict_values([0.78772718119115948]),dict_values([nan]),dict_values([0.64252115480338479]),4,1,['SR-ARE']
